psgc,name,correspondence_code,geographic_level,old_names,city_class,income_classification,urban_rural,population_2015,,population_2020,,status
1908713001,Bantek,153815028,Bgy,,,,R,1420,,1477,,
1908713000,Upi,153815000,Mun,,,1st,,53583,,59004,,
1908712009,Talitay,153821012,Bgy,,,,R,3343,,3811,,
1908712008,Pageda,153821011,Bgy,,,,R,1538,,1977,,
1908712007,Manggay,153821008,Bgy,,,,R,1090,,1261,,
1908712006,Makadayon,153821007,Bgy,,,,R,1058,,1262,,
1908712005,Kuden,153821006,Bgy,,,,R,1803,,2082,,
1908712004,Kilalan,153821005,Bgy,,,,R,1807,,2059,,
1908712003,Kiladap,153821004,Bgy,,,,R,1210,,1523,,
1908712002,Gadungan,153821003,Bgy,,,,R,1345,,1656,,
1908712001,Bintan,153821002,Bgy,Bentan,,,R,1669,,1832,,
1908712000,Talitay,153821000,Mun,,,-,,14863,,17463,,
1908711013,Tuka,153824013,Bgy,,,,R,830,,1054,,
1908711012,Tariken,153824012,Bgy,,,,R,941,,1099,,
1908711011,Tapayan,153824011,Bgy,,,,R,4259,,4563,,
1908711010,Tambo,153824010,Bgy,,,,R,893,,1295,,
1908711009,Solon,153824009,Bgy,,,,R,2089,,2220,,
1908711008,Simuay/Seashore,153824008,Bgy,,,,R,1866,,2056,,
1908711007,Namuken,153824007,Bgy,,,,R,958,,1127,,
1908711006,Macabico,153824006,Bgy,Macabiso,,,R,3379,,4051,,
1908711005,Kirkir,153824005,Bgy,,,,R,952,,1039,,
1908711004,Dagurongan,153824004,Bgy,,,,R,849,,1052,,
1908711003,Bungabong,153824003,Bgy,,,,R,1167,,1284,,
1908711002,Boliok,153824002,Bgy,,,,R,1944,,2196,,
1908711001,Balut,153824001,Bgy,,,,R,2134,,2295,,
1908711000,Sultan Mastura,153824000,Mun,,,5th,,22261,,25331,,
1908710039,Ungap,153812051,Bgy,,,,R,2285,,2589,,
1908710038,Senditan,153812044,Bgy,,,,R,532,,785,,
1908710037,Sambolawan,153812043,Bgy,,,,R,1081,,1297,,
1908710036,Salimbao,153812042,Bgy,,,,U,4694,,5100,,
1908710035,Rebuken,153812041,Bgy,,,,R,2365,,2669,,
1908710034,Raguisi,153812040,Bgy,,,,R,2031,,2292,,
1908710033,Pingping,153812039,Bgy,,,,R,1027,,1179,,
1908710032,Pinaring,153812038,Bgy,,,,R,2429,,2894,,
1908710031,Pigkelegan,153812037,Bgy,Ibotegen,,,R,2713,,2937,,
1908710030,Pigcalagan,153812036,Bgy,,,,R,2816,,3003,,
1908710029,Panatan,153812035,Bgy,,,,R,2446,,2573,,
1908710028,Olas,153812034,Bgy,,,,R,943,,1010,,
1908710027,Nekitan,153812033,Bgy,,,,R,700,,831,,
1908710026,Nara,153812053,Bgy,,,,R,1593,,1790,,
1908710025,Nalinan,153812031,Bgy,,,,R,949,,1077,,
1908710024,Mulaug,153812030,Bgy,,,,R,833,,1084,,
1908710023,Matengen,153812029,Bgy,,,,R,2465,,2645,,
1908710022,Makaguiling,153812027,Bgy,,,,R,2596,,2815,,
1908710021,Maidapa,153812026,Bgy,,,,R,1554,,1661,,
1908710020,Limbo,153812024,Bgy,,,,U,5292,,5919,,
1908710019,Ladia,153812023,Bgy,,,,R,1200,,1463,,
1908710018,Katuli,153812020,Bgy,,,,U,4752,,5034,,
1908710017,Katidtuan,153812019,Bgy,,,,R,3291,,3307,,
1908710016,Katamlangan,153812028,Bgy,Matampay,,,R,1386,,1400,,
1908710015,Kapimpilan,153812018,Bgy,,,,R,1880,,1978,,
1908710014,Kakar,153812017,Bgy,,,,R,1534,,1894,,
1908710013,Kabuntalan,153812016,Bgy,,,,R,678,,928,,
1908710012,Inawan,153812015,Bgy,,,,R,593,,678,,
1908710011,Gang,153812014,Bgy,,,,R,3547,,3947,,
1908710010,Darapanan,153812013,Bgy,,,,R,1787,,2441,,
1908710009,Damaniog,153812052,Bgy,,,,R,1003,,1490,,
1908710008,Dalumangcob ,153812012,Bgy,,,,U,6800,,7125,,Pob.
1908710007,Crossing Simuay,153812010,Bgy,,,,U,5510,,6093,,
1908710006,Calsada,153812009,Bgy,,,,U,5732,,5826,,
1908710005,Bulibod,153812007,Bgy,,,,R,1577,,1689,,
1908710004,Bulalo,153812006,Bgy,,,,U,7503,,7861,,
1908710003,Banubo,153812004,Bgy,,,,R,1614,,2249,,
1908710002,Banatin,153812003,Bgy,,,,R,1886,,1916,,
1908710001,Alamada,153812001,Bgy,,,,R,1584,,1652,,
1908710000,Sultan Kudarat,153812000,Mun,Nuling,,1st,,95201,,105121,,
1908709025,Tuca-Maror,153811024,Bgy,,,,R,1931,,2247,,
1908709024,Tagudtongan,153811023,Bgy,,,,R,1738,,2338,,
1908709023,Samberen,153811029,Bgy,,,,R,668,,1043,,
1908709022,Polloc,153811021,Bgy,,,,U,5161,,6093,,
1908709021,Poblacion II,153811028,Bgy,,,,U,9835,,10397,,
1908709020,Poblacion,153811020,Bgy,,,,U,11980,,12540,,
1908709019,Pinantao,153811019,Bgy,,,,R,2081,,2347,,
1908709018,Orandang,153811018,Bgy,,,,R,1330,,1526,,
1908709017,Nituan,153811017,Bgy,,,,R,3764,,4581,,
1908709016,Moro Point,153811034,Bgy,,,,R,767,,907,,
1908709015,Manion,153811025,Bgy,,,,R,1941,,2474,,
1908709014,Making,153811016,Bgy,,,,U,5989,,8083,,
1908709013,Magsaysay,153811015,Bgy,,,,U,4393,,6046,,
1908709012,Macasandag,153811026,Bgy,,,,R,1837,,2149,,
1908709011,Limbayan,153811013,Bgy,,,,R,2233,,2405,,
1908709010,Landasan,153811012,Bgy,Sarmiento,,,U,16971,,17596,,
1908709009,Kabuan,153811030,Bgy,,,,R,1278,,1595,,
1908709008,Gumagadong Calawag,153811009,Bgy,,,,R,1513,,2078,,
1908709007,Guiday T. Biruar,153811010,Bgy,,,,R,3515,,3765,,
1908709006,Gadunganpedpandaran,153811033,Bgy,,,,R,521,,991,,
1908709005,Gadungan,153811008,Bgy,,,,R,1547,,1832,,
1908709004,Datu Macarimbang Biruar,153811032,Bgy,,,,R,1406,,1772,,
1908709003,Cotongan,153811027,Bgy,,,,R,1537,,1856,,
1908709002,Campo Islam,153811031,Bgy,,,,R,1837,,2253,,
1908709001,Bongo Island,153811014,Bgy,Litayen,,,R,3421,,4000,,
1908709000,Parang,153811000,Mun,,,1st*,,89194,,102914,,
1908708011,Tumaguinting,153834011,Bgy,,,,R,3133,,3275,,
1908708010,Sabaken,153834010,Bgy,,,,R,2548,,2610,,
1908708009,Paulino Labio,153834009,Bgy,,,,R,4693,,4739,,
1908708008,Montay,153834008,Bgy,,,,R,2092,,2178,,
1908708007,Libungan,153834007,Bgy,,,,R,1249,,1396,,
1908708006,Kapimpilan,153834006,Bgy,,,,R,1470,,1556,,
1908708005,Indatuan,153834005,Bgy,,,,R,1982,,2054,,
1908708004,Guiawa,153834004,Bgy,,,,R,1658,,1791,,
1908708003,Gayonga,153834003,Bgy,,,,R,3019,,3170,,
1908708002,Damatog,153834002,Bgy,,,,R,1831,,1930,,
1908708001,Balong,153834001,Bgy,,,,R,1557,,1578,,
1908708000,Northern Kabuntalan,153834000,Mun,,,5th*,,25232,,26277,,
1908707008,Sapad,153809007,Bgy,,,,U,6041,,7023,,
1908707007,Langkong,153809009,Bgy,,,,R,2862,,3003,,
1908707006,Langco,153809008,Bgy,,,,R,2485,,2671,,
1908707005,Kidama,153809005,Bgy,,,,R,1931,,2214,,
1908707004,Bugasan Sur ,153809004,Bgy,,,,U,6412,,7699,,Pob.
1908707003,Bugasan Norte,153809003,Bgy,,,,R,4088,,4706,,
1908707002,Bayanga Sur,153809002,Bgy,,,,R,3645,,4515,,
1908707001,Bayanga Norte,153809001,Bgy,,,,R,2306,,4203,,
1908707000,Matanog,153809000,Mun,,,4th,,29770,,36034,,
1908706017,Upper Taviran,153814019,Bgy,,,,R,1788,,2073,,
1908706016,Poblacion,153814018,Bgy,,,,R,932,,1285,,
1908706015,Pened,153814016,Bgy,,,,R,665,,812,,
1908706014,Pedtad,153814017,Bgy,,,,R,1161,,1480,,
1908706013,Payan,153814015,Bgy,,,,R,416,,671,,
1908706012,Pagalungan,153814014,Bgy,,,,R,842,,1124,,
1908706011,Matilak,153814013,Bgy,,,,R,748,,1186,,
1908706010,Maitong,153814012,Bgy,,,,R,1424,,1765,,
1908706009,Lower Taviran,153814028,Bgy,,,,R,1007,,2232,,
1908706008,Liong,153814011,Bgy,,,,R,836,,1541,,
1908706007,Langeban,153814009,Bgy,,,,R,945,,1690,,
1908706006,Katidtuan,153814008,Bgy,,,,R,798,,1319,,
1908706005,Ganta,153814006,Bgy,,,,R,1056,,1331,,
1908706004,Gambar,153814005,Bgy,,,,R,1545,,2282,,
1908706003,Dadtumog,153814003,Bgy,Dadtumeg,,,R,1228,,2047,,
1908706002,Buterin,153814026,Bgy,,,,R,916,,1431,,
1908706001,Bagumbayan,153814001,Bgy,,,,R,969,,1170,,
1908706000,Kabuntalan,153814000,Mun,Tumbao,,5th*,,17276,,25439,,
1908705034,Tenonggos,153807036,Bgy,,,,R,1192,,1200,,
1908705033,Taviran,153807035,Bgy,,,,R,2650,,2725,,
1908705032,Tapian,153807034,Bgy,,,,R,2167,,2733,,
1908705031,Tanuel,153807033,Bgy,,,,R,1637,,1823,,
1908705030,Tamontaka,153807032,Bgy,,,,U,10058,,12508,,
1908705029,Tambak,153807031,Bgy,,,,R,893,,1100,,
1908705028,Sifaren,153807030,Bgy,Sifaran,,,R,1239,,1396,,
1908705027,Sibuto,153807029,Bgy,,,,R,1310,,1406,,
1908705026,Semba,153807028,Bgy,,,,U,5988,,7521,,
1908705025,Sapalan,153807027,Bgy,,,,R,1321,,1820,,
1908705024,Nekitan,153807025,Bgy,,,,R,1885,,2114,,
1908705023,Mompong,153807026,Bgy,,,,R,1494,,1595,,
1908705022,Margues,153807024,Bgy,,,,R,1678,,1724,,
1908705021,Makir,153807023,Bgy,,,,U,3974,,5181,,
1908705020,Linek,153807022,Bgy,,,,R,1929,,2056,,
1908705019,Labungan,153807021,Bgy,,,,R,2712,,3180,,
1908705018,Kusiong,153807020,Bgy,,,,R,1499,,1782,,
1908705017,Kurintem,153807019,Bgy,,,,R,3229,,3446,,
1908705016,Kenebeka,153807018,Bgy,,,,R,1262,,1535,,
1908705015,Kakar,153807017,Bgy,,,,R,491,,953,,
1908705014,Dulangan,153807015,Bgy,,,,R,950,,1056,,
1908705013,Dinaig Proper,153807014,Bgy,,,,R,3947,,4326,,
1908705012,Dalican Poblacion,153807013,Bgy,,,,U,14094,,17041,,
1908705011,Dados,153807011,Bgy,,,,R,2087,,2489,,
1908705010,Capiton,153807010,Bgy,,,,U,2897,,3650,,
1908705009,Bugawas,153807009,Bgy,,,,R,1942,,2683,,
1908705008,Bongued,153807008,Bgy,,,,R,1838,,1853,,
1908705007,Bitu,153807007,Bgy,,,,R,1285,,1475,,
1908705006,Benolen,153807006,Bgy,,,,R,1720,,2084,,
1908705005,Baka,153807005,Bgy,,,,R,2775,,3073,,
1908705004,Bagoenged,153807004,Bgy,,,,R,2056,,2099,,
1908705003,Badak,153807003,Bgy,,,,R,1722,,2091,,
1908705002,Awang,153807002,Bgy,,,,U,11897,,13595,,
1908705001,Ambolodto,153807001,Bgy,,,,R,1392,,1455,,
1908705000,Datu Odin Sinsuat,153807000,Mun,Dinaig,,2nd,,99210,,116768,,Capital
1908704013,Tubuan,153830012,Bgy,,,,R,2806,,2901,,
1908704012,Tambak,153830011,Bgy,,,,R,1124,,1292,,
1908704011,Sinipak,153830010,Bgy,,,,R,1382,,1488,,
1908704010,Sedem,153830009,Bgy,,,,R,1226,,1345,,
1908704009,Resa,153830008,Bgy,,,,R,2007,,2150,,
1908704008,Pura,153830013,Bgy,,,,R,1663,,2478,,
1908704007,Penansaran,153830007,Bgy,,,,R,3048,,3228,,
1908704006,Nalkan,153830006,Bgy,,,,R,2139,,2330,,
1908704005,Meti,153830005,Bgy,,,,R,1703,,1976,,
1908704004,Matuber,153830004,Bgy,,,,R,3088,,3395,,
1908704003,Lapaken,153830003,Bgy,,,,R,1148,,1396,,
1908704002,Laguitan,153830002,Bgy,,,,R,1569,,1610,,
1908704001,Kinimi,153830001,Bgy,,,,R,2121,,2654,,
1908704000,Datu Blah T. Sinsuat,153830000,Mun,,,-,,25024,,28243,,
1908703037,Tamontaka V,129804037,Bgy,,,,R,1177,,1595,,
1908703036,Tamontaka IV,129804036,Bgy,,,,R,3741,,4210,,
1908703035,Tamontaka III,129804035,Bgy,,,,R,2730,,3191,,
1908703034,Tamontaka II,129804034,Bgy,,,,U,4184,,5980,,
1908703033,Tamontaka I,129804033,Bgy,,,,R,4423,,4848,,
1908703032,Rosary Heights XIII,129804032,Bgy,,,,U,4947,,5614,,
1908703031,Rosary Heights XII,129804031,Bgy,,,,U,4664,,5092,,
1908703030,Rosary Heights XI,129804030,Bgy,,,,U,7864,,8613,,
1908703029,Rosary Heights X,129804029,Bgy,,,,U,15732,,16597,,
1908703028,Rosary Heights IX,129804028,Bgy,,,,U,7802,,8462,,
1908703027,Rosary Heights VIII,129804027,Bgy,,,,U,8524,,9947,,
1908703026,Rosary Heights VII,129804026,Bgy,,,,U,9257,,10146,,
1908703025,Rosary Heights VI,129804025,Bgy,,,,U,6846,,7539,,
1908703024,Rosary Heights V,129804024,Bgy,,,,U,5870,,6073,,
1908703023,Rosary Heights IV,129804023,Bgy,,,,U,4377,,4627,,
1908703022,Rosary Heights III,129804022,Bgy,,,,U,10786,,12127,,
1908703021,Rosary Heights II,129804021,Bgy,,,,U,5006,,4400,,
1908703020,Rosary Heights I,129804020,Bgy,,,,U,3931,,4353,,
1908703019,Poblacion IX,129804019,Bgy,,,,U,5998,,7062,,
1908703018,Poblacion VIII,129804018,Bgy,,,,U,8786,,9077,,
1908703017,Poblacion VII,129804017,Bgy,,,,U,15712,,16293,,
1908703016,Poblacion VI,129804016,Bgy,,,,U,5151,,5288,,
1908703015,Poblacion V,129804015,Bgy,,,,U,3070,,3375,,
1908703014,Poblacion IV,129804014,Bgy,,,,U,6456,,6947,,
1908703013,Poblacion III,129804013,Bgy,,,,R,2985,,3445,,
1908703012,Poblacion II,129804012,Bgy,,,,U,6302,,6788,,
1908703011,Poblacion I,129804011,Bgy,,,,U,5677,,6074,,
1908703010,Kalanganan II,129804010,Bgy,,,,U,5999,,6578,,
1908703009,Kalanganan I,129804009,Bgy,,,,U,5808,,6546,,
1908703008,Bagua III,129804008,Bgy,,,,U,6847,,7006,,
1908703007,Bagua II,129804007,Bgy,,,,U,19720,,19998,,
1908703006,Bagua I,129804006,Bgy,,,,U,9206,,10050,,
1908703005,Tamontaka,129804005,Bgy,,,,U,12027,,14099,,
1908703004,Rosary Heights,129804004,Bgy,,,,U,13943,,15107,,
1908703003,Poblacion,129804003,Bgy,,,,U,20734,,21579,,
1908703002,Kalanganan,129804002,Bgy,,,,U,15019,,16366,,
1908703001,Bagua,129804001,Bgy,,,,U,18137,,19987,,
1908703000,City of Cotabato,129804000,City,,ICC,3rd,,299438,,325079,,
1908702015,Rumidas,153802025,Bgy,,,,R,1974,,2012,,
1908702014,Piers,153802023,Bgy,,,,R,1278,,1425,,
1908702013,Pantawan,153802022,Bgy,,,,R,1782,,1826,,
1908702012,Oring,153802021,Bgy,,,,R,1819,,2098,,
1908702011,Nuyo,153802020,Bgy,,,,R,2279,,2947,,
1908702010,Minabay,153802018,Bgy,,,,R,2134,,2379,,
1908702009,Mataya,153802017,Bgy,,,,R,2925,,3291,,
1908702008,Kulimpang,153802012,Bgy,,,,R,2277,,2410,,
1908702007,Karim,153802008,Bgy,,,,R,3803,,3813,,
1908702006,Edcor,153802011,Bgy,Gallego Edcor,,,R,2555,,2885,,
1908702005,Dinganen,153802009,Bgy,,,,R,3966,,4546,,
1908702004,Calaan ,153802007,Bgy,,,,U,3998,,5009,,Pob.
1908702003,Cabayuan,153802005,Bgy,,,,R,2314,,2557,,
1908702002,Aratuc,153802002,Bgy,,,,R,1079,,1258,,
1908702001,Ampuan,153802001,Bgy,,,,R,1099,,1228,,
1908702000,Buldon,153802000,Mun,,,4th*,,35282,,39684,,
1908701014,Togaig,153818010,Bgy,,,,R,2434,,3284,,
1908701013,Rominimbang,153818009,Bgy,,,,R,1762,,2288,,
1908701012,Panggao,153818014,Bgy,,,,R,1190,,1373,,
1908701011,Nabalawag,153818008,Bgy,,,,R,2836,,3252,,
1908701010,Minabay,153818011,Bgy,,,,R,1855,,2090,,
1908701009,Marang,153818007,Bgy,,,,R,1429,,2089,,
1908701008,Lipawan,153818006,Bgy,,,,R,2370,,3155,,
1908701007,Lipa,153818005,Bgy,,,,R,1847,,1962,,
1908701006,Liong,153818004,Bgy,,,,R,2252,,2664,,
1908701005,Lamin,153818013,Bgy,,,,R,2062,,2185,,
1908701004,Korosoyan,153818012,Bgy,,,,R,1942,,2069,,
1908701003,Gadung,153818003,Bgy,,,,R,1031,,1567,,
1908701002,Bualan,153818002,Bgy,,,,R,1306,,1588,,
1908701001,Barira ,153818001,Bgy,,,,U,5688,,6577,,Pob.
1908701000,Barira,153818000,Mun,,,4th,,30004,,36143,,
1907011016,Ungus-ungus,157011016,Bgy,,,,R,2267,,2391,,
1907011015,Tongsibalo,157011015,Bgy,,,,R,2216,,2308,,
1907011014,Tongehat,157011014,Bgy,,,,R,1559,,1708,,
1907011013,Taungoh,157011013,Bgy,,,,R,3050,,3334,,
1907011012,Tandu Banak,157011012,Bgy,,,,R,2509,,2739,,
1907011011,Talisay,157011011,Bgy,,,,R,1630,,1836,,
1907011010,Sibutu ,157011010,Bgy,,,,R,919,,1105,,Pob.
1907011009,Sheik Makdum,157011009,Bgy,,,,R,2749,,3084,,
1907011008,Nunukan,157011008,Bgy,,,,R,2124,,2431,,
1907011007,Ligayan,157011007,Bgy,,,,R,1964,,2517,,
1907011006,Imam Hadji Mohammad,157011006,Bgy,,,,R,1524,,1752,,
1907011005,Hadji Taha,157011005,Bgy,,,,R,1549,,1832,,
1907011004,Hadji Mohtar Sulayman,157011004,Bgy,,,,R,2058,,2295,,
1907011003,Hadji Imam Bidin,157011003,Bgy,,,,R,1158,,1356,,
1907011002,Datu Amilhamja Jaafar,157011002,Bgy,,,,R,1372,,1540,,
1907011001,Ambulong Sapal,157011001,Bgy,,,,R,1739,,2015,,
1907011000,Sibutu,157011000,Mun,,,-,,30387,,34243,,
1907010023,Tup-tup Banaran,157010023,Bgy,,,,R,1467,,1504,,
1907010022,Tapian Bohe South,157010022,Bgy,,,,R,960,,977,,
1907010021,Sukah-sukah,157010021,Bgy,,,,R,944,,1093,,
1907010020,Sapaat,157010020,Bgy,,,,R,778,,785,,
1907010019,Pamasan,157010019,Bgy,,,,R,744,,755,,
1907010018,Nunuk Likud Sikubong,157010018,Bgy,,,,R,847,,919,,
1907010017,Lookan Latuan,157010017,Bgy,,,,R,1263,,1368,,
1907010016,Look Natuh,157010016,Bgy,,,,R,640,,741,,
1907010015,Tapian Bohe North,157010015,Bgy,,,,R,995,,1011,,
1907010014,Sapa-sapa ,157010014,Bgy,,,,R,1465,,1760,,Pob.
1907010013,Mantabuan Tabunan,157010013,Bgy,,,,R,1737,,1810,,
1907010012,Malanta,157010012,Bgy,,,,R,1626,,1885,,
1907010011,Tabunan Likud Sikubong,157010011,Bgy,,,,R,660,,742,,
1907010010,Tangngah,157010010,Bgy,Lalung Sikubong,,,R,1244,,1389,,
1907010009,Lakit-lakit,157010009,Bgy,,,,R,1500,,1582,,
1907010008,Latuan,157010008,Bgy,Suasang,,,R,1082,,1199,,
1907010007,Kohec,157010007,Bgy,,,,R,359,,371,,
1907010006,Palate Gadjaminah,157010006,Bgy,,,,R,1056,,1112,,
1907010005,Dalo-dalo,157010005,Bgy,,,,R,1400,,1532,,
1907010004,Butun,157010004,Bgy,,,,R,967,,1009,,
1907010003,Tonggusong Banaran,157010003,Bgy,,,,U,5674,,6026,,
1907010002,Lookan Banaran,157010002,Bgy,,,,R,2068,,2352,,
1907010001,Baldatal Islam,157010001,Bgy,,,,R,1441,,1658,,
1907010000,Sapa-Sapa,157010000,Mun,,,3rd,,30917,,33580,,
1907009022,Tubig Dakula,157009022,Bgy,,,,R,1052,,1181,,
1907009021,Sikullis,157009021,Bgy,,,,R,1043,,1228,,
1907009020,Marang-marang,157009020,Bgy,,,,R,1480,,1653,,
1907009019,Kiniktal,157009019,Bgy,,,,R,1547,,1601,,
1907009018,Kalupag,157009018,Bgy,,,,R,1146,,1295,,
1907009017,Jakarta,157009017,Bgy,Lookan Latuan,,,R,1465,,1665,,
1907009016,BasLikud,157009016,Bgy,,,,R,1507,,1734,,
1907009015,Bakaw-bakaw,157009015,Bgy,,,,R,1142,,1295,,
1907009014,Adnin,157009014,Bgy,,,,R,1174,,1312,,
1907009013,Parang Pantay,157009013,Bgy,,,,R,2085,,2156,,
1907009012,Tumbagaan,157009012,Bgy,,,,R,1714,,1805,,
1907009011,Tumahubong,157009011,Bgy,,,,R,1110,,1224,,
1907009010,Tuhog-tuhog,157009010,Bgy,,,,R,1816,,1906,,
1907009009,Simalak,157009009,Bgy,,,,R,1424,,1665,,
1907009006,Maraning,157009006,Bgy,,,,R,1616,,1767,,
1907009005,Languyan Proper ,157009005,Bgy,,,,U,3441,,4013,,Pob.
1907009004,Darussalam,157009004,Bgy,,,,R,4206,,4634,,
1907009003,Basnunuk,157009003,Bgy,,,,R,1734,,1810,,
1907009002,Bas-bas Proper,157009002,Bgy,,,,R,1135,,1338,,
1907009001,Bakong,157009001,Bgy,,,,R,1657,,1814,,
1907009000,Languyan,157009000,Mun,,,1st,,33494,,37096,,
1907008002,Likud Bakkao,157008002,Bgy,,,,R,1351,,1476,,
1907008001,Taganak Poblacion,157008001,Bgy,,,,R,3376,,4207,,
1907008000,Turtle Islands,157008000,Mun,,,5th,,4727,,5683,,
1907007052,Taruk,157007052,Bgy,,,,R,987,,1121,,
1907007051,Tapian Sukah,157007051,Bgy,,,,R,1163,,1399,,
1907007050,Tandubato,157007050,Bgy,,,,R,1362,,1643,,
1907007049,Sibakloon,157007049,Bgy,,,,R,1054,,1295,,
1907007048,Salamat,157007048,Bgy,,,,R,794,,880,,
1907007047,Kalang-kalang,157007047,Bgy,,,,R,670,,806,,
1907007046,Himbah,157007046,Bgy,,,,R,2743,,3060,,
1907007045,Butun,157007045,Bgy,,,,R,1601,,1778,,
1907007044,Ballak,157007044,Bgy,,,,R,754,,894,,
1907007043,Tangngah,157007043,Bgy,Tangngah Ungus Matata,,,R,1991,,2140,,
1907007042,Tongbangkaw,157007042,Bgy,,,,R,1772,,1874,,
1907007041,Tapian,157007041,Bgy,,,,R,1298,,1501,,
1907007033,Silantup,157007033,Bgy,,,,R,3244,,3756,,
1907007031,Sapa,157007031,Bgy,,,,R,2197,,2593,,
1907007030,Sallangan,157007030,Bgy,,,,R,1593,,2105,,
1907007026,Naungan,157007026,Bgy,,,,R,977,,1291,,
1907007012,Lahay-lahay,157007012,Bgy,,,,R,781,,893,,
1907007010,Kepeng,157007010,Bgy,,,,R,1243,,1507,,
1907007009,Kakoong,157007009,Bgy,,,,R,1847,,2024,,
1907007002,Baliungan,157007002,Bgy,,,,R,1319,,1756,,
1907007000,Tandubas,157007000,Mun,,,2nd,,29390,,34316,,
1907006039,Tangngah,157006039,Bgy,,,,R,741,,802,,
1907006038,Likud Dampong,157006038,Bgy,,,,R,537,,676,,
1907006037,Unas-unas,157006037,Bgy,,,,R,616,,754,,
1907006036,Tukkai,157006036,Bgy,,,,R,1017,,1236,,
1907006035,Tubig Dayang,157006035,Bgy,,,,R,1083,,1168,,
1907006034,Tubig Dayang Riverside,157006034,Bgy,,,,R,966,,976,,
1907006033,Tubig Dayang Center,157006033,Bgy,,,,R,937,,1093,,
1907006032,Tong Tampakan,157006032,Bgy,,,,R,891,,1154,,
1907006030,Tinda-tindahan,157006030,Bgy,,,,R,929,,1018,,
1907006029,Tampakan Dampong,157006029,Bgy,,,,R,920,,985,,
1907006028,Talisay,157006028,Bgy,,,,R,718,,743,,
1907006027,Sollogan,157006027,Bgy,,,,R,1210,,1476,,
1907006026,Putat,157006026,Bgy,,,,R,352,,446,,
1907006025,Pampang,157006025,Bgy,,,,R,709,,852,,
1907006024,Nusa,157006024,Bgy,,,,R,690,,737,,
1907006023,Nusa-nusa,157006023,Bgy,,,,R,365,,418,,
1907006019,Likud Tabawan,157006019,Bgy,,,,R,1072,,1220,,
1907006017,Laud,157006017,Bgy,,,,R,717,,851,,
1907006016,Lambi-lambian,157006016,Bgy,,,,R,920,,1127,,
1907006015,Laitan,157006015,Bgy,,,,R,756,,761,,
1907006014,Nunuk,157006014,Bgy,,,,R,841,,875,,
1907006013,East Talisay,157006013,Bgy,,,,R,717,,788,,
1907006012,Lahad Dampong,157006012,Bgy,,,,R,1375,,1375,,
1907006011,Bunay Bunay Center,157006011,Bgy,,,,R,740,,834,,
1907006010,Bunay Bunay Lookan,157006010,Bgy,,,,R,1372,,1412,,
1907006009,Bunay Bunay Tong,157006009,Bgy,,,,R,717,,978,,
1907006008,Bubuan,157006008,Bgy,,,,R,531,,683,,
1907006007,Bohe,157006007,Bgy,,,,R,872,,1179,,
1907006006,Bintawlan,157006006,Bgy,,,,R,1169,,1362,,
1907006005,Bengkol,157006005,Bgy,,,,R,756,,924,,
1907006001,Babagan,157006001,Bgy,,,,R,699,,680,,
1907006000,South Ubian,157006000,Mun,,,3rd,,25935,,29583,,
1907005025,Sipangkot,157005025,Bgy,,,,U,6202,,6896,,
1907005023,Panglima Alari,157005023,Bgy,,,,U,8055,,8417,,
1907005022,North Larap,157005022,Bgy,,,,R,2540,,2897,,
1907005021,Imam Sapie,157005021,Bgy,,,,R,4214,,4580,,
1907005016,Datu Baguinda Putih,157005016,Bgy,,,,R,2099,,3104,,
1907005012,Tongusong,157005012,Bgy,,,,R,2979,,3298,,
1907005010,Tongmageng,157005010,Bgy,,,,R,2194,,2407,,
1907005004,Sitangkai Poblacion,157005004,Bgy,,,,R,3285,,3734,,
1907005001,South Larap,157005001,Bgy,Larap,,,R,1766,,1986,,
1907005000,Sitangkai,157005000,Mun,,,1st,,33334,,37319,,
1907004015,Bagid*,157004015,Bgy,,,,R,762,,801,,
1907004014,Timundon,157004014,Bgy,,,,R,4551,,4802,,
1907004013,Sukah-Bulan,157004013,Bgy,,,,R,1525,,1774,,
1907004012,Panglima Mastul,157004012,Bgy,,,,R,1650,,1851,,
1907004011,Pagasinan,157004011,Bgy,,,,R,1163,,1319,,
1907004010,Maruwa,157004010,Bgy,,,,R,938,,1049,,
1907004009,Luuk Datan,157004009,Bgy,,,,R,2037,,2075,,
1907004008,Doh-Tong,157004008,Bgy,,,,R,1596,,1775,,
1907004007,Ubol,157004007,Bgy,,,,R,1525,,1818,,
1907004006,Tubig Indangan,157004006,Bgy,,,,R,3463,,3777,,
1907004005,Tonggosong,157004005,Bgy,,,,R,1321,,1528,,
1907004004,Tampakan ,157004004,Bgy,,,,R,2453,,2754,,Pob.
1907004003,Mongkay,157004003,Bgy,,,,R,1890,,2062,,
1907004002,Manuk Mangkaw,157004002,Bgy,,,,R,3642,,3802,,
1907004001,Bakong,157004001,Bgy,,,,R,2707,,3058,,
1907004000,Simunul,157004000,Mun,,,4th,,31223,,34245,,
1907003016,Sapa,157003016,Bgy,,,,R,1659,,1812,,
1907003015,Lubbak Parang,157003015,Bgy,,,,R,901,,1208,,
1907003014,Liyubud,157003014,Bgy,,,,R,3143,,3362,,
1907003013,Erok-erok,157003013,Bgy,,,,R,2114,,2149,,
1907003012,Umus Mataha,157003012,Bgy,,,,R,2329,,2618,,
1907003010,Tanduan,157003010,Bgy,,,,R,1165,,1348,,
1907003009,Tabulian,157003009,Bgy,,,,R,1053,,1219,,
