psgc,name,correspondence_code,geographic_level,old_names,city_class,income_classification,urban_rural,population_2015,,population_2020,,status
806007102,Malayog,86007102,Bgy,,,,R,147,,134,,
806007101,Hiparayan,86007101,Bgy,Kinonongan,,,R,426,,609,,
806007100,Himamaloto,86007100,Bgy,,,,R,175,,124,,
806007099,Hetebac,86007099,Bgy,,,,R,253,,264,,
806007098,Gereganan,86007098,Bgy,,,,R,233,,240,,
806007097,Diaz,86007097,Bgy,,,,R,631,,655,,
806007096,Catorse De Agosto,86007096,Bgy,,,,R,1687,,1874,,
806007095,Arong,86007095,Bgy,,,,R,206,,327,,
806007094,Adela Heights ,86007094,Bgy,,,,R,1303,,1467,,Pob.
806007093,Bangahon,86007093,Bgy,,,,R,241,,268,,
806007092,Marcos,86007092,Bgy,,,,R,139,,143,,
806007091,Tigbawon,86007091,Bgy,,,,R,228,,247,,
806007090,Tawiran,86007090,Bgy,,,,R,214,,238,,
806007088,Tambongan,86007088,Bgy,,,,R,888,,966,,
806007087,Tagnao,86007087,Bgy,,,,R,1040,,1061,,
806007085,Senibaran,86007085,Bgy,Villa Leona,,,R,82,,88,,
806007083,Santo Ni?o,86007083,Bgy,,,,R,643,,633,,
806007082,Santa Elena,86007082,Bgy,,,,R,304,,352,,
806007081,San Ramon,86007081,Bgy,,,,R,171,,176,,
806007080,San Pelayo,86007080,Bgy,,,,R,548,,543,,
806007079,San Miguel,86007079,Bgy,,,,R,359,,384,,
806007078,San Jose,86007078,Bgy,,,,R,990,,1065,,
806007076,San Isidro,86007076,Bgy,Dao,,,R,400,,420,,
806007074,San Francisco,86007074,Bgy,,,,R,448,,352,,
806007073,San Enrique,86007073,Bgy,,,,R,127,,120,,
806007072,San Antonio,86007072,Bgy,,,,R,755,,573,,
806007071,San Agustin,86007071,Bgy,,,,R,1185,,1296,,
806007070,Samoyao,86007070,Bgy,,,,R,651,,673,,
806007068,Rizal,86007068,Bgy,,,,R,185,,160,,
806007067,Rawis,86007067,Bgy,,,,R,627,,631,,
806007064,Purog,86007064,Bgy,,,,R,462,,459,,
806007063,Pologon,86007063,Bgy,,,,R,237,,266,,
806007062,Pizarro,86007062,Bgy,,,,R,454,,443,,
806007061,Pi?aplata,86007061,Bgy,,,,R,503,,650,,
806007060,Palanas,86007060,Bgy,,,,R,479,,507,,
806007059,Palambrag,86007059,Bgy,,,,R,358,,253,,
806007058,Ngoso,86007058,Bgy,,,,R,421,,388,,
806007057,Natimonan,86007057,Bgy,,,,R,723,,692,,
806007056,Napalisan,86007056,Bgy,,,,R,748,,835,,
806007055,Nalihugan,86007055,Bgy,,,,R,293,,321,,
806007054,Nacube,86007054,Bgy,,,,R,687,,805,,
806007052,Minda ,86007052,Bgy,,,,R,1485,,1511,,Pob.
806007050,Macugo,86007050,Bgy,,,,R,381,,392,,
806007049,Mabuhay,86007049,Bgy,,,,R,234,,255,,
806007048,Lungib,86007048,Bgy,,,,R,362,,342,,
806007044,Jasminez,86007044,Bgy,,,,R,359,,389,,
806007042,Hinugacan,86007042,Bgy,,,,R,304,,340,,
806007041,Hinayagan,86007041,Bgy,,,,R,514,,371,,
806007039,Hampton,86007039,Bgy,,,,R,567,,566,,
806007035,Giaboc,86007035,Bgy,,,,R,249,,208,,
806007034,Gerali,86007034,Bgy,,,,R,413,,417,,
806007032,Elcano,86007032,Bgy,,,,R,439,,366,,
806007031,Dumalo-ong ,86007031,Bgy,,,,R,692,,510,,Pob.
806007029,Concepcion,86007029,Bgy,,,,R,1280,,1266,,
806007028,Caugbusan,86007028,Bgy,,,,R,341,,291,,
806007027,Casandig,86007027,Bgy,,,,R,613,,634,,
806007026,Casab-ahan,86007026,Bgy,,,,R,1132,,962,,
806007025,Carmona,86007025,Bgy,,,,R,258,,300,,
806007024,Caranas,86007024,Bgy,,,,R,243,,252,,
806007023,Caparangasan,86007023,Bgy,,,,R,454,,447,,
806007020,Canhumawid,86007020,Bgy,,,,R,230,,352,,
806007018,Calirocan,86007018,Bgy,,,,R,410,,501,,
806007014,Bunyagan,86007014,Bgy,,,,R,408,,392,,
806007010,Buao,86007010,Bgy,,,,R,354,,403,,
806007009,Burabod II ,86007009,Bgy,,,,R,1035,,1072,,Pob.
806007008,Burabod I ,86007008,Bgy,,,,R,144,,184,,Pob.
806007006,Beslig,86007006,Bgy,,,,R,239,,159,,
806007002,Balocawe,86007002,Bgy,,,,R,334,,358,,
806007000,Gandara,86007000,Mun,,,2nd,,34434,,35242,,
806006059,Yangta,86006059,Bgy,,,,R,451,,459,,
806006058,Sugod,86006058,Bgy,,,,R,190,,207,,
806006057,San Vicente,86006057,Bgy,,,,R,645,,573,,
806006056,Lucob-lucob,86006056,Bgy,,,,R,308,,280,,
806006055,Cagboboto,86006055,Bgy,,,,R,558,,538,,
806006054,Valles-Bello,86006054,Bgy,,,,R,724,,713,,
806006053,Ubo,86006053,Bgy,,,,R,721,,769,,
806006052,Tugas,86006052,Bgy,,,,R,878,,758,,
806006051,Talisay,86006051,Bgy,,,,R,244,,277,,
806006050,Sua,86006050,Bgy,,,,R,1252,,1116,,
806006049,So-ong,86006049,Bgy,,,,R,517,,482,,
806006048,Saugan,86006048,Bgy,,,,R,1050,,1056,,
806006047,San Roque,86006047,Bgy,,,,R,1068,,1009,,
806006046,San Miguel,86006046,Bgy,,,,R,441,,500,,
806006045,San Jose,86006045,Bgy,,,,R,715,,705,,
806006044,San Antonio,86006044,Bgy,,,,R,434,,446,,
806006043,Rizal,86006043,Bgy,,,,R,1104,,1093,,
806006042,Real,86006042,Bgy,,,,R,409,,416,,
806006041,Poso,86006041,Bgy,,,,R,634,,561,,
806006040,Pondang,86006040,Bgy,,,,R,898,,855,,
806006039,Poblacion 2,86006039,Bgy,Malingon,,,R,1594,,1692,,
806006038,Poblacion 1,86006038,Bgy,Hilaba,,,R,1234,,1132,,
806006037,Parasan,86006037,Bgy,,,,R,563,,557,,
806006035,Nipa,86006035,Bgy,,,,R,754,,707,,
806006034,Mayabay,86006034,Bgy,,,,R,1236,,1352,,
806006033,Marupangdan,86006033,Bgy,,,,R,662,,573,,
806006032,Mongolbongol,86006032,Bgy,,,,R,748,,611,,
806006031,Mandoyucan,86006031,Bgy,,,,R,392,,428,,
806006030,Macalpe,86006030,Bgy,,,,R,460,,399,,
806006029,Mabini,86006029,Bgy,,,,R,640,,674,,
806006028,Losa,86006028,Bgy,,,,R,950,,900,,
806006027,Jacopon,86006027,Bgy,,,,R,619,,614,,
806006026,Iquiran,86006026,Bgy,,,,R,436,,456,,
806006025,Guintampilan,86006025,Bgy,,,,R,513,,540,,
806006024,Guindapunan,86006024,Bgy,,,,R,463,,379,,
806006023,Casab-ahan,86006023,Bgy,,,,R,1121,,1291,,
806006022,Poblacion 3,86006022,Bgy,Canti-il,,,R,816,,836,,
806006021,Cansaganay,86006021,Bgy,,,,R,440,,379,,
806006020,Campelipa,86006020,Bgy,,,,R,737,,722,,
806006019,Canloloy,86006019,Bgy,,,,R,213,,202,,
806006018,Candugue,86006018,Bgy,,,,R,958,,1008,,
806006017,Cambuhay,86006017,Bgy,,,,R,447,,454,,
806006016,Calawan-an,86006016,Bgy,,,,R,1201,,898,,
806006015,Cabugao,86006015,Bgy,,,,R,501,,480,,
806006014,Cabiton-an,86006014,Bgy,,,,R,1122,,1105,,
806006013,Cabil-isan,86006013,Bgy,,,,R,354,,367,,
806006012,Cabac,86006012,Bgy,,,,R,673,,643,,
806006011,Burgos,86006011,Bgy,,,,R,630,,580,,
806006010,Buenavista,86006010,Bgy,,,,R,673,,670,,
806006009,Bono-anon,86006009,Bgy,,,,R,331,,328,,
806006008,Betaug,86006008,Bgy,,,,R,472,,426,,
806006007,Birawan,86006007,Bgy,,,,R,976,,975,,
806006006,Bayog,86006006,Bgy,,,,R,195,,209,,
806006005,Bagacay,86006005,Bgy,,,,R,2074,,2114,,
806006004,Baclayan,86006004,Bgy,,,,R,598,,609,,
806006003,Bachao,86006003,Bgy,,,,R,1525,,1342,,
806006002,Astorga,86006002,Bgy,,,,R,2000,,1849,,
806006001,Arawane,86006001,Bgy,,,,R,317,,294,,
806006000,Daram,86006000,Mun,,,3rd,,42879,,41608,,
806005059,Socorro,86005059,Bgy,,,,R,1584,,1773,,
806005057,Ibol,86005057,Bgy,,,,R,507,,541,,
806005056,Totoringon,86005056,Bgy,,,,R,209,,186,,
806005055,Silanga,86005055,Bgy,,,,R,2934,,2974,,
806005054,San Vicente,86005054,Bgy,,,,R,943,,936,,
806005053,San Roque,86005053,Bgy,,,,R,1413,,1454,,
806005052,San Pablo,86005052,Bgy,,,,R,1531,,1209,,
806005051,San Andres,86005051,Bgy,,,,U,5184,,5898,,
806005050,Rama,86005050,Bgy,,,,R,1640,,1683,,
806005049,Guindaponan,86005049,Bgy,,,,R,3325,,3597,,
806005048,Pupua,86005048,Bgy,,,,R,1518,,1594,,
806005047,Mu?oz,86005047,Bgy,Poblacion 14,,,R,2736,,1712,,
806005046,Poblacion 13,86005046,Bgy,Barangay 13,,,R,4758,,4266,,
806005045,Poblacion 12,86005045,Bgy,Barangay 12,,,R,740,,620,,
806005044,Poblacion 11,86005044,Bgy,Barangay 11,,,R,1178,,1027,,
806005043,Poblacion 10,86005043,Bgy,Barangay 10,,,R,2061,,1838,,
806005042,Poblacion 9,86005042,Bgy,Barangay 9,,,R,2761,,2988,,
806005041,Poblacion 8,86005041,Bgy,Barangay 8,,,U,1162,,1169,,
806005040,Poblacion 7,86005040,Bgy,Barangay 7,,,U,1397,,1368,,
806005039,Poblacion 6,86005039,Bgy,Barangay 6,,,U,1769,,1344,,
806005038,Poblacion 5,86005038,Bgy,Barangay 5,,,U,602,,537,,
806005037,Poblacion 4,86005037,Bgy,Barangay 4,,,U,1216,,1038,,
806005036,Poblacion 3,86005036,Bgy,Barangay 3,,,U,3096,,3102,,
806005035,Poblacion 2,86005035,Bgy,Barangay 2,,,U,581,,799,,
806005034,Poblacion 1,86005034,Bgy,Barangay 1,,,U,1350,,1238,,
806005033,Payao,86005033,Bgy,,,,R,1796,,2093,,
806005032,Pangdan,86005032,Bgy,,,,R,2919,,3334,,
806005031,Palanyogon,86005031,Bgy,,,,R,294,,320,,
806005030,Old Mahayag,86005030,Bgy,,,,R,1388,,1434,,
806005029,New Mahayag,86005029,Bgy,,,,R,1195,,1393,,
806005028,Mombon,86005028,Bgy,,,,R,784,,861,,
806005027,Mercedes,86005027,Bgy,,,,U,9716,,12281,,
806005026,Maulong,86005026,Bgy,,,,U,5699,,5954,,
806005025,Manguehay,86005025,Bgy,,,,R,188,,135,,
806005024,Lobo,86005024,Bgy,,,,R,167,,186,,
806005023,Libas,86005023,Bgy,,,,R,372,,325,,
806005022,Lagundi,86005022,Bgy,,,,R,828,,1023,,
806005021,Iguid,86005021,Bgy,,,,R,1754,,1697,,
806005020,Guinsorongan,86005020,Bgy,,,,R,4538,,4255,,
806005019,Estaka,86005019,Bgy,,,,R,1067,,1148,,
806005018,Darahuway Gote,86005018,Bgy,,,,R,633,,689,,
806005017,Darahuway Daco,86005017,Bgy,,,,R,760,,810,,
806005016,Cinco,86005016,Bgy,,,,R,836,,865,,
806005015,Cawayan,86005015,Bgy,,,,R,177,,165,,
806005014,Canlapwas ,86005014,Bgy,,,,U,12321,,11805,,Pob.
806005013,Canhawan Gote,86005013,Bgy,,,,R,357,,307,,
806005012,Cagutsan,86005012,Bgy,,,,R,1291,,1215,,
806005011,Cagutian,86005011,Bgy,,,,R,276,,235,,
806005009,Cagusipan,86005009,Bgy,,,,R,210,,231,,
806005008,Cagudalo,86005008,Bgy,,,,R,185,,275,,
806005007,Cabugawan,86005007,Bgy,,,,R,956,,964,,
806005006,Bunuanan,86005006,Bgy,,,,R,4358,,4786,,
806005005,Buluan,86005005,Bgy,,,,R,763,,791,,
806005004,Basiao,86005004,Bgy,,,,R,648,,700,,
806005003,Bangon,86005003,Bgy,,,,R,245,,272,,
806005002,Bagongon,86005002,Bgy,,,,R,696,,707,,
806005001,Albalate,86005001,Bgy,,,,R,267,,293,,
806005000,City of Catbalogan ,86005000,City,,CC,5th,,103879,,106440,,Capital
806004042,Hindang,86004042,Bgy,,,,R,131,,123,,
806004041,Tinago,86004041,Bgy,,,,R,920,,922,,
806004040,Timbangan,86004040,Bgy,,,,R,458,,456,,
806004039,Sinalangtan,86004039,Bgy,,,,R,201,,152,,
806004038,San Mauricio,86004038,Bgy,,,,R,390,,297,,
806004037,San Ignacio,86004037,Bgy,,,,R,721,,846,,
806004036,Rawis,86004036,Bgy,,,,R,576,,606,,
806004035,Polangi,86004035,Bgy,,,,R,2682,,2935,,
806004034,Barangay 7 ,86004034,Bgy,,,,R,567,,543,,Pob.
806004033,Barangay 6 ,86004033,Bgy,,,,R,830,,830,,Pob.
806004032,Barangay 5 ,86004032,Bgy,,,,R,277,,206,,Pob.
806004031,Barangay 4 ,86004031,Bgy,,,,R,438,,388,,Pob.
806004030,Barangay 3 ,86004030,Bgy,,,,R,426,,306,,Pob.
806004029,Barangay 2 ,86004029,Bgy,,,,R,190,,177,,Pob.
806004028,Barangay 1 ,86004028,Bgy,,,,R,413,,360,,Pob.
806004027,Patong,86004027,Bgy,,,,R,1325,,1367,,
806004026,Pasigay,86004026,Bgy,,,,R,648,,570,,
806004025,Panayuran,86004025,Bgy,,,,R,462,,500,,
806004024,Otoc,86004024,Bgy,,,,R,322,,293,,
806004022,Minata,86004022,Bgy,,,,R,397,,387,,
806004021,Malabal,86004021,Bgy,,,,R,1152,,1253,,
806004020,Macaalan,86004020,Bgy,,,,R,752,,916,,
806004019,Mahangcao,86004019,Bgy,,,,R,330,,351,,
806004018,Lubang,86004018,Bgy,,,,R,179,,157,,
806004017,Literon,86004017,Bgy,,,,R,251,,343,,
806004016,Hubasan,86004016,Bgy,,,,R,160,,162,,
806004015,Guinbanga,86004015,Bgy,,,,R,247,,194,,
806004014,Daligan,86004014,Bgy,,,,R,186,,179,,
806004013,Canticum,86004013,Bgy,,,,R,1292,,1426,,
806004012,Canbagtic,86004012,Bgy,,,,R,394,,422,,
806004011,Calingonan,86004011,Bgy,,,,R,900,,916,,
806004010,Calayaan,86004010,Bgy,,,,R,425,,421,,
806004009,Caamlongan,86004009,Bgy,,,,R,251,,228,,
806004008,Buluan,86004008,Bgy,,,,R,763,,632,,
806004007,Bulao,86004007,Bgy,,,,R,268,,380,,
806004006,Borong,86004006,Bgy,,,,R,422,,521,,
806004005,Binanggaran,86004005,Bgy,,,,R,231,,156,,
806004004,Barobaybay,86004004,Bgy,,,,R,703,,721,,
806004003,Beri,86004003,Bgy,,,,R,338,,291,,
806004002,Bacyaran,86004002,Bgy,,,,R,1111,,1124,,
806004001,Antol,86004001,Bgy,,,,R,253,,253,,
806004000,Calbiga,86004000,Mun,,,4th,,22982,,23310,,
806003178,"Manuel Barral, Sr.",86003178,Bgy,,,,R,454,,423,,
806003177,Cagmanipis Sur,86003177,Bgy,,,,R,1189,,1189,,
806003176,Tinambacan Sur,86003176,Bgy,,,,R,3281,,3269,,
806003175,Tinambacan Norte,86003175,Bgy,,,,R,2163,,2134,,
806003174,Tanval,86003174,Bgy,,,,R,347,,466,,
806003173,Payahan,86003173,Bgy,,,,U,2435,,3479,,
806003171,Pagbalican,86003171,Bgy,,,,R,708,,782,,
806003168,Gabay,86003168,Bgy,,,,R,264,,213,,
806003167,Danao II,86003167,Bgy,,,,R,433,,481,,
806003166,Danao I,86003166,Bgy,,,,R,2714,,2965,,
806003165,Carmen,86003165,Bgy,,,,U,2872,,2571,,
806003164,Kalilihan,86003164,Bgy,,,,R,231,,254,,
806003162,Bontay,86003162,Bgy,,,,R,424,,436,,
806003160,Bagong Lipunan,86003160,Bgy,,,,R,218,,231,,
806003159,Awang West ,86003159,Bgy,,,,U,2603,,2066,,Pob.
806003158,Awang East ,86003158,Bgy,,,,U,2434,,2223,,Pob.
806003156,Villahermosa,86003156,Bgy,,,,R,744,,669,,
806003155,Victory,86003155,Bgy,,,,R,563,,499,,
806003154,Trinidad,86003154,Bgy,Sabang,,,U,4406,,4441,,
806003153,Tomaliguez,86003153,Bgy,,,,R,971,,1005,,
806003152,Tinaplacan,86003152,Bgy,,,,R,1709,,1687,,
806003149,Tigbe,86003149,Bgy,,,,R,263,,230,,
806003148,Tarabucan,86003148,Bgy,,,,R,1974,,2035,,
806003147,Tapae,86003147,Bgy,,,,R,409,,409,,
806003146,Talahiban,86003146,Bgy,,,,R,452,,488,,
806003145,Tabawan,86003145,Bgy,,,,R,774,,789,,
806003144,Sinidman Oriental,86003144,Bgy,,,,R,679,,674,,
806003143,Sinidman Occidental,86003143,Bgy,,,,R,808,,775,,
806003142,Sinantan,86003142,Bgy,,,,R,242,,248,,
806003141,Sigo,86003141,Bgy,,,,R,955,,811,,
806003140,Saputan,86003140,Bgy,,,,R,433,,421,,
806003139,San Rufino,86003139,Bgy,,,,R,779,,729,,
806003138,San Policarpo,86003138,Bgy,,,,U,6388,,6674,,
806003137,San Jose,86003137,Bgy,,,,R,601,,373,,
806003136,San Joaquin,86003136,Bgy,,,,U,5901,,5969,,
806003135,San Isidro,86003135,Bgy,,,,R,624,,286,,
806003134,San Antonio,86003134,Bgy,,,,R,297,,270,,
806003133,Salvacion,86003133,Bgy,,,,R,163,,168,,
806003132,Saljag,86003132,Bgy,Baut,,,R,617,,727,,
806003131,Roxas II,86003131,Bgy,Oquendo District,,,R,869,,860,,
806003130,Roxas I,86003130,Bgy,Calbayog District,,,R,209,,221,,
806003129,Rizal II,86003129,Bgy,Oquendo District,,,R,511,,579,,
806003128,Rizal I,86003128,Bgy,Calbayog District,,,R,715,,1896,,
806003127,Rawis,86003127,Bgy,,,,U,6028,,5077,,
806003126,Quezon,86003126,Bgy,,,,R,231,,260,,
806003124,Pinamorotan,86003124,Bgy,,,,R,359,,354,,
806003123,Pilar,86003123,Bgy,,,,R,2114,,2094,,
806003122,Pe?a,86003122,Bgy,,,,R,2764,,2783,,
806003121,Patong,86003121,Bgy,,,,R,536,,602,,
806003120,Panoypoy,86003120,Bgy,,,,R,573,,549,,
806003119,Panonongon,86003119,Bgy,,,,R,332,,203,,
806003118,Panlayahan,86003118,Bgy,,,,R,673,,666,,
806003117,Palanogan,86003117,Bgy,,,,R,481,,467,,
806003116,Palanas,86003116,Bgy,,,,R,384,,471,,
806003115,Osme?a,86003115,Bgy,,,,R,333,,301,,
806003114,Oquendo ,86003114,Bgy,,,,R,2204,,2154,,Pob.
806003113,Olera,86003113,Bgy,,,,R,263,,147,,
806003112,Obrero,86003112,Bgy,,,,U,4529,,4640,,
806003111,Oboob,86003111,Bgy,,,,R,417,,471,,
806003110,Nijaga,86003110,Bgy,,,,R,2651,,2951,,
806003109,Navarro,86003109,Bgy,,,,R,611,,617,,
806003107,Nag-uma,86003107,Bgy,,,,R,135,,66,,
806003106,Naga,86003106,Bgy,,,,R,821,,873,,
806003105,Nabang,86003105,Bgy,,,,R,687,,615,,
806003103,Migara,86003103,Bgy,,,,R,1140,,1177,,
806003102,Maysalong,86003102,Bgy,,,,R,221,,191,,
806003101,Maybog,86003101,Bgy,,,,R,270,,272,,
806003099,Mawacat,86003099,Bgy,,,,R,1092,,1099,,
806003098,Matobato,86003098,Bgy,,,,U,4529,,4534,,
806003097,Mantaong,86003097,Bgy,Oquendo District,,,R,289,,324,,
806003096,Mancol,86003096,Bgy,,,,R,220,,270,,
806003095,Marcatubig,86003095,Bgy,,,,R,688,,816,,
806003094,Malopalo,86003094,Bgy,,,,R,1291,,1226,,
806003093,Malayog,86003093,Bgy,,,,R,1344,,1353,,
806003092,Malajog,86003092,Bgy,,,,U,2140,,2132,,
806003091,Malaga,86003091,Bgy,,,,R,1811,,1929,,
806003090,Manguino-o,86003090,Bgy,,,,R,1213,,1181,,
806003089,Mag-ubay,86003089,Bgy,,,,R,1552,,1618,,
806003088,Macatingog,86003088,Bgy,,,,R,1709,,1683,,
806003087,Mabini II,86003087,Bgy,Oquendo District,,,R,392,,408,,
806003086,Mabini I,86003086,Bgy,Calbayog District,,,R,250,,338,,
806003085,Lonoy,86003085,Bgy,,,,R,968,,1083,,
806003084,Longsob,86003084,Bgy,,,,R,632,,677,,
806003083,Looc,86003083,Bgy,,,,R,351,,461,,
806003082,Limarayon,86003082,Bgy,,,,R,567,,511,,
806003081,Libertad,86003081,Bgy,,,,R,353,,330,,
806003079,Lapaan,86003079,Bgy,,,,R,445,,466,,
806003078,Langoyon,86003078,Bgy,,,,R,227,,215,,
806003077,La Paz,86003077,Bgy,,,,R,641,,628,,
806003076,Kilikili,86003076,Bgy,,,,R,362,,347,,
806003074,Aguit-itan ,86003074,Bgy,,,,U,3069,,2648,,Pob.
806003072,Jacinto,86003072,Bgy,,,,R,148,,136,,
806003071,Hugon Rosales,86003071,Bgy,,,,R,252,,333,,
806003070,Jimautan,86003070,Bgy,,,,R,617,,651,,
806003069,Himalandrog,86003069,Bgy,,,,R,701,,763,,
806003068,Higasaan,86003068,Bgy,,,,R,306,,178,,
806003067,Hibatang,86003067,Bgy,,,,R,201,,180,,
806003066,Hibabngan,86003066,Bgy,,,,R,228,,202,,
806003065,Hamorawon,86003065,Bgy,,,,R,4291,,4636,,
806003064,Guinbaoyan Sur,86003064,Bgy,,,,R,765,,802,,
806003063,Guinbaoyan Norte,86003063,Bgy,,,,R,740,,746,,
806003062,Guin-on,86003062,Bgy,,,,R,1022,,1280,,
806003061,Geragaan,86003061,Bgy,,,,R,475,,470,,
806003060,Helino,86003060,Bgy,,,,R,396,,380,,
806003059,Gasdo,86003059,Bgy,,,,R,127,,139,,
806003058,Gadgaran,86003058,Bgy,,,,R,1782,,1993,,
806003057,Esperanza,86003057,Bgy,,,,R,330,,164,,
806003056,Dinawacan,86003056,Bgy,,,,R,366,,419,,
806003055,Dinagan,86003055,Bgy,,,,R,639,,757,,
806003054,Dinabongan,86003054,Bgy,,,,R,323,,296,,
806003053,De Victoria,86003053,Bgy,,,,R,287,,367,,
806003052,Dawo,86003052,Bgy,,,,R,1156,,1179,,
806003050,Dagum,86003050,Bgy,,,,U,5804,,6127,,
806003049,Cogon,86003049,Bgy,,,,R,926,,984,,
806003048,Central ,86003048,Bgy,,,,U,815,,512,,Pob.
806003047,Caybago,86003047,Bgy,,,,R,408,,389,,
806003045,Catabunan,86003045,Bgy,,,,R,261,,274,,
806003044,Carayman,86003044,Bgy,,,,U,4689,,5071,,
806003043,Capoocan,86003043,Bgy,,,,U,4840,,5191,,
806003042,Capacuhan,86003042,Bgy,,,,R,808,,899,,
806003041,Canhumadac,86003041,Bgy,,,,R,288,,376,,
806003040,Cangomaod,86003040,Bgy,,,,R,192,,201,,
806003039,Calocnayan,86003039,Bgy,,,,R,193,,112,,
806003037,Cahumpan,86003037,Bgy,,,,R,501,,612,,
806003036,Cagsalaosao,86003036,Bgy,,,,R,1576,,1841,,
806003035,Cagnipa,86003035,Bgy,,,,R,2285,,2325,,
806003034,Cag-anibong,86003034,Bgy,,,,R,553,,572,,
806003033,Cagmanipis Norte,86003033,Bgy,,,,R,1880,,1774,,
806003032,Caglanipao Sur,86003032,Bgy,,,,R,1124,,1124,,
806003031,Cagboborac,86003031,Bgy,,,,R,388,,391,,
806003030,Cagbilwang,86003030,Bgy,,,,R,514,,650,,
806003029,Cagbayang,86003029,Bgy,,,,R,904,,900,,
806003028,Cagbanayacao,86003028,Bgy,,,,R,340,,305,,
806003027,Cag-anahaw,86003027,Bgy,,,,R,347,,414,,
806003025,Cag-olango,86003025,Bgy,,,,R,865,,804,,
806003024,Cacaransan,86003024,Bgy,,,,R,704,,794,,
806003023,Cabugawan,86003023,Bgy,,,,R,557,,619,,
806003022,Cabicahan,86003022,Bgy,,,,R,675,,672,,
806003021,Cabatuan,86003021,Bgy,,,,R,1526,,1436,,
806003020,Cabacungan,86003020,Bgy,,,,R,892,,947,,
806003019,Buenavista,86003019,Bgy,,,,R,61,,75,,
806003018,Bugtong,86003018,Bgy,,,,R,1886,,1844,,
806003017,Binaliw,86003017,Bgy,,,,R,2235,,2010,,
806003016,Begaho,86003016,Bgy,,,,R,1725,,1550,,
806003015,Bayo,86003015,Bgy,,,,R,556,,612,,
806003013,Basud,86003013,Bgy,,,,R,1504,,1614,,
806003012,Bantian,86003012,Bgy,,,,R,1380,,1379,,
806003011,Bante,86003011,Bgy,,,,R,1625,,1750,,
806003010,Balud ,86003010,Bgy,,,,U,3701,,3129,,Pob.
806003009,Baja,86003009,Bgy,,,,R,314,,348,,
806003008,Bagacay,86003008,Bgy,,,,U,2929,,3263,,
806003007,Ba-ay,86003007,Bgy,,,,R,1792,,1863,,
806003005,Anislag,86003005,Bgy,,,,R,1276,,1428,,
806003004,Amampacang,86003004,Bgy,,,,R,764,,847,,
806003003,Alibaba,86003003,Bgy,,,,R,423,,407,,
806003002,Acedillo,86003002,Bgy,,,,R,542,,615,,
806003001,Jose A. Ro?o,86003001,Bgy,,,,R,413,,446,,
806003000,City of Calbayog,86003000,City,,CC,1st,,183851,,186960,,
806002052,Bulao,86002052,Bgy,,,,R,1232,,1323,,
806002051,Binongtu-an,86002051,Bgy,,,,R,421,,479,,
806002050,Villa Aurora,86002050,Bgy,,,,R,1124,,1189,,
806002049,Tingib,86002049,Bgy,,,,R,1297,,3632,,
806002048,Tinaogan,86002048,Bgy,,,,R,1371,,1441,,
806002047,Sugponon,86002047,Bgy,,,,R,336,,308,,
806002046,Sugca,86002046,Bgy,,,,R,295,,290,,
806002045,Serum,86002045,Bgy,,,,R,1079,,1073,,
806002044,Sawa,86002044,Bgy,,,,R,1190,,1422,,
806002043,San Antonio,86002043,Bgy,,,,R,2859,,2979,,
806002042,Salvacion,86002042,Bgy,,,,R,1565,,1511,,
806002041,Roxas,86002041,Bgy,,,,R,1443,,1439,,
806002040,Sulod ,86002040,Bgy,,,,R,826,,650,,Pob.
806002039,Palaypay ,86002039,Bgy,,,,R,2310,,1480,,Pob.
806002038,Mercado ,86002038,Bgy,,,,R,342,,356,,Pob.
806002037,Loyo ,86002037,Bgy,,,,R,1409,,1207,,Pob.
806002036,Lawa-an ,86002036,Bgy,,,,U,935,,676,,Pob.
806002035,Buscada ,86002035,Bgy,,,,R,1208,,882,,Pob.
806002034,Baybay ,86002034,Bgy,,,,U,658,,446,,Pob.
806002033,Pelit,86002033,Bgy,,,,R,632,,784,,
806002032,Panugmonon,86002032,Bgy,,,,R,674,,721,,
806002031,Old San Agustin,86002031,Bgy,,,,R,1812,,1810,,
806002030,San Fernando,86002030,Bgy,Nouvelas Oriental,,,R,1576,,1669,,
806002029,Nouvelas Occidental,86002029,Bgy,,,,R,1270,,1294,,
806002028,New San Agustin,86002028,Bgy,,,,R,511,,824,,
806002027,Mongabong,86002027,Bgy,,,,R,351,,341,,
806002026,May-it,86002026,Bgy,,,,R,560,,613,,
806002025,Del Pilar,86002025,Bgy,,,,R,947,,1020,,
806002024,Manlilinab,86002024,Bgy,,,,R,326,,284,,
806002023,Magallanes,86002023,Bgy,,,,R,578,,604,,
806002022,Mabini,86002022,Bgy,,,,R,2741,,2831,,
806002021,Loog,86002021,Bgy,,,,R,1571,,1456,,
806002019,Inuntan,86002019,Bgy,,,,R,670,,641,,
806002018,Iba,86002018,Bgy,,,,R,618,,619,,
806002017,Balante,86002017,Bgy,,,,R,606,,617,,
806002016,Guirang,86002016,Bgy,,,,R,2836,,2799,,
806002015,Guintigui-an,86002015,Bgy,,,,R,428,,453,,
806002014,Dolongan,86002014,Bgy,,,,R,1280,,1414,,
806002013,Cogon,86002013,Bgy,,,,R,1384,,1256,,
806002012,Catadman,86002012,Bgy,,,,R,703,,670,,
806002011,Canmanila,86002011,Bgy,,,,R,2152,,1537,,
806002010,Cancaiyas,86002010,Bgy,,,,R,575,,607,,
